restaurant_id,name,address,online_order,book_table,rate_numeric,votes,location,rest_type,cuisines,approx_cost_for_two,listed_in(type),listed_in(city)
120,A Hole Lotta Love Cafe,"59, 1st Floor, Diagonally Opposite JNC, Industrial Layout, Koramangala 5th Block, Bangalore",Yes,No,4.3533333333333335,2874,Koramangala 5th Block,Cafe,"Cafe, American, Burger, Sandwich, Beverages",600.0,"Cafes, Delivery, Dine-out",BTM
121,A La Carte Restaurant,"Near Arias Pharmacy, Harlur Main Road, Off Sarjapur Road, Bangalore",No,No,,0,Sarjapur Road,Quick Bites,"Chinese, North Indian",500.0,"Delivery, Dine-out",Bellandur
122,A Little For Love,"19, Northwoods, Vaddarapalya, Hennur Agara Main Road, Hennur, Bangalore",No,No,3.4,12,Hennur,Bakery,Bakery,350.0,Desserts,Kalyan Nagar
123,A M Biryani Hotel,"958/60/A2A, Opposite BGS School, Hulimavu, Bannerghatta Road, Bangalore",Yes,No,3.2999999999999994,6,Bannerghatta Road,Quick Bites,"North Indian, Chinese, Biryani, Fast Food",300.0,"Delivery, Dine-out",Bannerghatta Road
124,A Pinch Of Magic,"Bren Avalon Apartment, Mahadevpura, Whitefield",No,No,,0,Whitefield,"Takeaway, Delivery","Bakery, Desserts",1000.0,Delivery,Brookefield
125,A Southern Fair,"107/P4, Ground Floor, Pattandur Agrahara, Whitefield, Bangalore",Yes,No,3.1,19,Whitefield,Casual Dining,"Biryani, Seafood, South Indian",750.0,"Delivery, Dine-out",Brookefield
126,A Today Thick Shakes,"488, Basement, Opposite Krishna Temple, Koramangala 5th Block, Bangalore",Yes,No,3.2000000000000006,9,Koramangala 5th Block,Beverage Shop,Beverages,200.0,Delivery,BTM
127,A-1 Chicken Biriyani & Kababs,"Shop 16/30, 1st Cross, Old Guruppanpalya, BTM 1st Stage, B.G Road, Bangalore, Bannerghatta Road, Bangalore",No,No,,0,Bannerghatta Road,Quick Bites,Mughlai,200.0,"Delivery, Dine-out",Bannerghatta Road
128,A-1 Fast Food,"1, Munireddy Building, Near APC Circle Jigani, Electronic City, Bangalore",No,No,,0,Electronic City,Quick Bites,Fast Food,100.0,Dine-out,Electronic City
129,A-one Dum Biryani,"60, Feet Road,1st 'B'main Road, Basaveshwara Nagar, Bangalore",No,No,,0,Basaveshwara Nagar,Quick Bites,Biryani,250.0,Dine-out,Rajajinagar
130,A.M New Punjab Food Corner,"49/6-15, 3rd Main Road, Janatha Colony, Jakkasandra, Koramangala 1st Block, Bangalore",Yes,No,3.5,21,Koramangala 1st Block,Quick Bites,"North Indian, Chinese",350.0,"Delivery, Dine-out",BTM
131,A1 Ambur Biryani,"Corporation Building, Seppings Road",No,No,,0,Shivajinagar,Quick Bites,Biryani,200.0,Dine-out,Brigade Road
132,A1 Ambur Dum Biryani And Parota Centre,"1455,14th Main, 2nd Phase, Shunkar Mutt Road, Next To Goutam College, Mahalaxmi Puram, Basaveshwara Nagar Bangalore",No,No,3.2,4,Basaveshwara Nagar,Quick Bites,Biryani,300.0,Dine-out,Rajajinagar
133,A1 Biriyani Point,"167, Opposite Natraj Theatre, SC Road, Seshadripuram, Bangalore",No,No,3.0,10,Seshadripuram,Quick Bites,Biryani,200.0,Dine-out,Malleshwaram
134,A1 Express,"1505/29, 25th Main, Below Canara Bank, Jayanagar 9th Block, Jayanagar, Bangalore",No,No,,0,Jayanagar,Bakery,Bakery,300.0,Desserts,BTM
135,A1 Garam Masala,"1, Amruthnagar Main Road Konankunte, Kanakpura Road, Bengaluru",Yes,No,3.6,25,Kanakapura Road,Casual Dining,"North Indian, South Indian, Andhra, Chinese",600.0,Delivery,Bannerghatta Road
136,A1 Hot Dum Biryani,"Chicka Thirupath Road, Channasandra, Whitefield, Bangalore",No,No,3.2,4,Whitefield,Quick Bites,Biryani,150.0,Dine-out,Whitefield
137,A1 Spice Inn,"4/1, 3rd Cross, Opposite NIAS Gate, MSRIT Road, Mathikere, Yeshwantpur, Bangalore",No,No,3.5,46,Yeshwantpur,Casual Dining,"Biryani, Chinese, Hyderabadi, North Indian, South Indian",500.0,Delivery,Malleshwaram
138,A1 Tasty Lime Rice,"7, Opposite St. Peters Tamil Church, Cox Town, Frazer Town, Bangalore",No,No,,0,Frazer Town,Quick Bites,South Indian,150.0,Dine-out,Frazer Town
139,A2B - Adyar Ananda Bhavan,"01, 100 Feet Ring Road, 1st Phase, 2nd Stage, BTM, Bangalore",Yes,No,4.2,40,BTM,"Takeaway, Delivery","South Indian, North Indian, Street Food",200.0,Delivery,BTM
140,A2B - Adyar Ananda Bhavan,"12, CMH Road, Indiranagar, Bangalore",Yes,No,3.0,570,Indiranagar,Casual Dining,"South Indian, North Indian, Chinese, Street Food, Fast Food",400.0,"Delivery, Dine-out",Frazer Town
141,A2B - Adyar Ananda Bhavan,"1260, SY 35/4, SJR Tower's, 7th Phase, 24th Main Puttanhalli, JP Nagar, Bangalore",Yes,No,4.15,53,JP Nagar,"Takeaway, Delivery","South Indian, North Indian, Chinese, Street Food",200.0,Delivery,Bannerghatta Road
142,A2B - Adyar Ananda Bhavan,"135, Munekolala Varthur hobli, HAL Main Road, Marathahalli, Bangalore",Yes,No,2.7,602,Marathahalli,Casual Dining,"South Indian, Fast Food, Street Food",400.0,Dine-out,Brookefield
143,A2B - Adyar Ananda Bhavan,"141, Bangalore North Taluk, Nagawara, Bangalore",Yes,No,2.7,194,Nagawara,Casual Dining,"South Indian, North Indian, Chinese, Street Food, Fast Food",400.0,Delivery,Kalyan Nagar
144,A2B - Adyar Ananda Bhavan,"153, Satellite Bus Stand, Byataranyapura, Mysore Road, Bangalore",Yes,No,3.8,155,Mysore Road,Casual Dining,"South Indian, North Indian, Chinese, Street Food",400.0,"Delivery, Dine-out",Banashankari
145,A2B - Adyar Ananda Bhavan,"154, Opposite HSBC Bank, Bilekahalli, Bannerghatta Road, Bangalore",Yes,No,2.7,426,Bannerghatta Road,Casual Dining,"South Indian, North Indian, Chinese, Street Food",400.0,Dine-out,Bannerghatta Road
146,A2B - Adyar Ananda Bhavan,"3, 100 Feet Road, 16th Main Road, 1st Stage, BTM Layout",Yes,No,3.8,685,BTM,Casual Dining,"South Indian, North Indian, Chinese, Street Food, Fast Food",400.0,Dine-out,BTM
147,A2B - Adyar Ananda Bhavan,"34, Bellary Main Road, Dena Bank Colony, Ganganagar, RT Nagar, Bangalore",Yes,No,3.5,78,RT Nagar,Casual Dining,"South Indian, North Indian, Chinese, Street Food, Fast Food",400.0,Delivery,Malleshwaram
148,A2B - Adyar Ananda Bhavan,"344, 7th Block, Koramangala 7th Block, Bangalore",Yes,No,2.7,249,Koramangala 7th Block,Casual Dining,"South Indian, North Indian, Chinese, Street Food, Fast Food",400.0,Dine-out,Koramangala 4th Block
149,A2B - Adyar Ananda Bhavan,"37/3, Jayavani's Ishwerya Towers, Meanee Avenue Road, Ulsoor, Bangalore",Yes,No,3.6,42,Ulsoor,Casual Dining,"South Indian, North Indian, Chinese, Street Food, Fast Food",400.0,Dine-out,Church Street
150,A2B - Adyar Ananda Bhavan,"421, 2nd Street, Kammanahalli, Bangalore",Yes,No,3.8,98,Kammanahalli,Casual Dining,"South Indian, Fast Food, Chinese, North Indian",600.0,Dine-out,Kammanahalli
151,A2B - Adyar Ananda Bhavan,"421, Opposite BSNL Office, 3rd Cross, 2nd Block, CMR Road, Kalyan Nagar, Bangalore",Yes,No,3.6,244,Kalyan Nagar,Casual Dining,"South Indian, North Indian, Chinese, Street Food, Fast Food",400.0,Dine-out,Kalyan Nagar
152,A2B - Adyar Ananda Bhavan,"57, 6th Cross, Sampige Road, Malleshwaram, Bangalore",Yes,No,2.7,82,Malleshwaram,Casual Dining,"South Indian, North Indian, Chinese, Street Food, Fast Food",400.0,Dine-out,Malleshwaram
153,A2B - Adyar Ananda Bhavan,"703, Near Karnataka Bank, 5th Block, HMT Layout, Vidyaranyapura, New BEL Road Area, New BEL Road, Bangalore",Yes,No,3.0,50,New BEL Road,Casual Dining,"South Indian, North Indian, Chinese, Street Food, Fast Food",400.0,"Delivery, Dine-out",New BEL Road
154,A2B - Adyar Ananda Bhavan,"71, 15th Cross Street, Neeladri Nagar, Electronic City, Bangalore Electronic City",Yes,No,3.1,352,Electronic City,Casual Dining,"South Indian, North Indian, Chinese, Street Food, Fast Food",400.0,Delivery,Electronic City
155,A2B - Adyar Ananda Bhavan,"710, Thubarahalli, Varthur Main Road, Whitefield, Bangalore",Yes,No,3.766666666666667,39,"Varthur Main Road, Whitefield","Takeaway, Delivery","South Indian, North Indian, Chinese, Street Food",200.0,Delivery,Brookefield
156,A2B - Adyar Ananda Bhavan,"BDA Complex, HSR, Bangalore",Yes,No,2.8,484,HSR,Casual Dining,"South Indian, North Indian, Chinese, Street Food, Fast Food",400.0,"Delivery, Dine-out",HSR
157,A2B - Adyar Ananda Bhavan,"Kitchens@, 14th Main, 5th Sector, HSR, Bangalore",Yes,No,4.15,41,HSR,"Takeaway, Delivery","South Indian, North Indian, Chinese, Street Food",200.0,Delivery,Koramangala 4th Block
158,A2B - Adyar Ananda Bhavan,"Meanee Avenue, Tank Road, Ulsoor, Bangalore",Yes,No,2.9,22,Ulsoor,Casual Dining,"South Indian, North Indian, Chinese, Street Food, Fast Food",400.0,Delivery,Church Street
159,A2B - Adyar Ananda Bhavan,"Near BMTC Bus Stand, Shanti Nagar, Bangalore",Yes,No,3.9,185,Shanti Nagar,Casual Dining,"South Indian, Fast Food, Street Food",400.0,"Delivery, Dine-out",Brigade Road
160,A2B - Adyar Ananda Bhavan,"Near Hope Farm Signal, Kadugodi, Whitefield, Bangalore",Yes,No,2.5,544,Whitefield,Casual Dining,"South Indian, North Indian, Chinese, Street Food, Fast Food",400.0,Dine-out,Whitefield
161,A2B - Adyar Ananda Bhavan,"Near Narayana Hrudayalaya, Chandapura, Electronic City Area, Electronic City, Bangalore",No,No,3.6,213,Electronic City,Casual Dining,"South Indian, North Indian, Chinese, Street Food, Fast Food",400.0,Dine-out,Electronic City
162,A2B Veg - Adyar Ananda Bhavan,"200, Next to Canara Bank, KG Road, Gandhi Bazaar, Basavanagudi, Bangalore",Yes,No,2.7,97,Basavanagudi,Casual Dining,"South Indian, North Indian, Chinese, Street Food",400.0,"Delivery, Desserts, Dine-out",Banashankari
163,A2B Veg - Adyar Ananda Bhavan,"746/18, 60th Cross, Bashyam Circle, Rajajinagar, Bangalore",Yes,No,2.9,96,Rajajinagar,Casual Dining,"South Indian, North Indian, Chinese, Street Food, Fast Food",400.0,"Delivery, Dine-out",Rajajinagar
164,A2B Veg - Adyar Ananda Bhavan,"South End Road, Jayanagar, Bangalore",Yes,No,2.8,210,Jayanagar,Casual Dining,"South Indian, North Indian, Chinese, Street Food, Fast Food",400.0,Dine-out,Jayanagar
165,A3 Nuwang Kitchen,"6/1, Ejipura Pipeline Road, Ejipura, Bangalore",Yes,No,3.7,42,Ejipura,Quick Bites,"Chinese, North Indian",300.0,"Delivery, Dine-out",Indiranagar
166,AAR Chinese And Grill Food Truck,"Opposite Aishwarya Super market, 22nd Cross 18th Main, Sector 3, HSR, Bengaluru",No,No,,0,South Bangalore,Food Truck,"BBQ, Chinese",200.0,Dine-out,Frazer Town
167,AAlvina Restaurant,"1070, Ramkrishana Arcade, 80 Feet Road, Kumaraswamy Layout, Bangalore",No,No,,0,Kumaraswamy Layout,Quick Bites,"North Indian, South Indian, Chinese",400.0,"Delivery, Dine-out",Brigade Road
168,AB Cafe,"250, 1st Cross, Kundalahalli Colony, ITPL Main Road, Marathahalli, Bangalore",No,No,,0,Marathahalli,"Quick Bites, Beverage Shop","Fast Food, Beverages",300.0,Dine-out,Brookefield
169,AB's - Absolute Barbecues,"100 Feet Road, 1st Phase, Near Jayadeva Flyover, 2nd Stage, BTM, Bangalore",No,Yes,4.9,6490,BTM,Casual Dining,"European, Mediterranean, North Indian, BBQ",1600.0,"Buffet, Dine-out",BTM
170,AB's - Absolute Barbecues,"1st Floor, GRS Towers, Above Spencers Hyper Market, Sarjapur Main Road, Sarjapur Road, Bangalore",No,Yes,4.7,1018,Sarjapur Road,Casual Dining,"European, Mediterranean, North Indian, BBQ",1600.0,"Buffet, Dine-out",Bellandur
171,AB's - Absolute Barbecues,"2nd Floor, I20-A2, EPIP Zone, Near Vydehi Hospital, Whitefield, Bangalore",No,Yes,4.8,3009,Whitefield,Casual Dining,"European, Mediterranean, North Indian, BBQ",1600.0,"Buffet, Dine-out",Brookefield
172,AB's - Absolute Barbecues,"2nd Floor, Roseline Landmark, 5th B Cross, HRBR Layout, 3rd Block, Kalyan Nagar, Bangalore",No,Yes,4.633333333333333,1697,Kalyan Nagar,Casual Dining,"European, Mediterranean, North Indian, BBQ",1400.0,"Buffet, Dine-out",Kalyan Nagar
173,AB's - Absolute Barbecues,"90/4, 3rd Floor, Outer Ring Road, Munnekollaly Village, Marathahalli, Bangalore",No,Yes,4.8,12121,Marathahalli,Casual Dining,"European, Mediterranean, North Indian, BBQ",1600.0,"Buffet, Dine-out",Marathahalli
174,ABC Grand,"First Floor, Aspire 516, Near To ICICI Bank, CMH Road, Indiranagar, Bangalore",Yes,No,3.5,54,Indiranagar,Casual Dining,"Andhra, Chinese, North Indian",700.0,"Delivery, Dine-out",Indiranagar
175,ABCD - Anybody Can Dine,"1st floor, Sri Mahadeshwaraswamy Complex, Yadavanahalli Attibele, Electronic City, Bangalore",No,No,,0,Electronic City,Quick Bites,"Chinese, Fast Food",500.0,"Delivery, Dine-out",Electronic City
176,ABY?s Kitchen,"Horamavu Agara Main Road, Near Lake, Banaswadi",No,No,,0,Banaswadi,Quick Bites,"Chinese, North Indian",350.0,"Delivery, Dine-out",Kalyan Nagar
177,AJ Ambur Star Biriyani,"Maha Yogi Vemana Road, Konappana Agrahara, Doddathoguru, Electronic City, Bangalore",No,No,,0,Electronic City,Quick Bites,"South Indian, Biryani",300.0,"Delivery, Dine-out",Electronic City
178,AKS Family Dhaba And Restaurant,"37, Ganapa Nilaya, SGR Dental College Road, Beside Med Plus, Marathahalli, Bangalore",Yes,No,3.6,41,Marathahalli,Quick Bites,"North Indian, Mughlai, South Indian",500.0,"Delivery, Dine-out",Brookefield
179,AKSHAYA BIRYANI,"15/38, Opposite Ocian Manoda Apartment, Sarjapur Road, Kasavanhalli, Bangalore",Yes,No,3.6,22,Sarjapur Road,Quick Bites,"Biryani, North Indian",300.0,"Delivery, Dine-out",Bellandur
180,AL - Khair,"121, B.S.A Road, Tannely Road, Frazer Town, Bangalore",Yes,No,,0,Frazer Town,Quick Bites,North Indian,400.0,"Delivery, Dine-out",Church Street
181,AL Afreen's Biryani Paradise,"438, 9th Main Road, HRBR Layout, 1St Block, Kalyan Nagar, Bangalore",No,No,,0,Kalyan Nagar,Quick Bites,"North Indian, Biryani, Chinese",200.0,"Delivery, Dine-out",Kalyan Nagar
182,AL Habeeb Restaurant,"4, AM Complex, Near Snehas Nest Apartment, Ashwath Nagar, Thanisandra Main Road, Nagawara, Bangalore",No,No,,0,Nagawara,Quick Bites,"Biryani, North Indian",350.0,"Delivery, Dine-out",Kalyan Nagar
183,AL-Nabi Hotel,"5/141, B.S.A, Tannery Road, Frazer Town, Bangalore",No,No,,0,Frazer Town,Quick Bites,"Kebab, Biryani",300.0,Dine-out,Frazer Town
184,AM Biryani Junction,"187, KBAR Main Road, Austin Town, Off Richmond Road, Richmond Road, Bangalore",No,No,,0,Richmond Road,Quick Bites,"North Indian, Chinese, Biryani",300.0,"Delivery, Dine-out",Brigade Road
185,AM WOW,"615, Janardhan Mansion, 32nd D Cross Road, 10th C Main Road, 4th Block, Jayanagar, Bangalore",Yes,No,3.4,6,Jayanagar,Beverage Shop,Beverages,100.0,Delivery,Banashankari
186,AM's Cafe Recreate,"Shop 2, VP Road, Opposite To Sandhya Theatre, Madiwala, BTM, Bangalore",Yes,No,3.3666666666666667,10,BTM,"Takeaway, Delivery","Chinese, North Indian",250.0,Delivery,Jayanagar
187,AM's Cafe Recreate,"Shop 2, VP Road, Opposite to Sandhya Theatre, Madiwala, BTM, Bangalore",Yes,No,3.3,8,BTM,"Takeaway, Delivery","Chinese, North Indian",250.0,Delivery,BTM
188,AMBUR HOT DUM BIRYANI,"126/9, Wind Tunnel Main Road, Old Airport Road, Bangalore",No,No,,0,Old Airport Road,Quick Bites,Biryani,300.0,Dine-out,Indiranagar
189,ANR Dum Biryani Centre,"10th Cross, Anantha Nagar 2nd Phase, Electronic City, Bangalore",No,No,,0,Electronic City,Quick Bites,"South Indian, Biryani",350.0,"Delivery, Dine-out",Electronic City
190,ANTIGRAVITY,"35, 4th Floor, Kadubeesanahalli, Marathalli Outer Ring Road, Opposite Oracle & JP Morgan, Marathahalli, Bangalore",No,Yes,4.4,747,Marathahalli,"Pub, Casual Dining","Continental, North Indian, Chinese, BBQ",1500.0,"Buffet, Dine-out, Drinks & nightlife",Marathahalli
191,AQNI,"1, 15th Cross, 2nd Block, Next to Patel's Inn, Govindraj Garden, RT Nagar, Bangalore",Yes,No,3.0,9,RT Nagar,Quick Bites,"North Indian, Mughlai",500.0,Delivery,Frazer Town
192,AQNI,"2/4, 80 Feet Road, RMV Extension, Ashwathnagar, Near, New BEL Road, Bangalore",Yes,No,3.6,89,New BEL Road,Casual Dining,"North Indian, Mughlai, Biryani, Rolls",650.0,"Delivery, Dine-out",Malleshwaram
193,ARB Restaurant,"Balthur Road, Opposite Athena Sport Academy, Varthur Road, Whitefield, Bangalore",No,No,,0,Whitefield,Quick Bites,"Chinese, North Indian",400.0,"Delivery, Dine-out",Whitefield
194,ASEAN - On The Edge,"84, 13th Floor, Barton Center, MG Road, Bangalore",Yes,Yes,4.454545454545454,875,MG Road,Casual Dining,"Asian, Thai",1800.0,"Delivery, Dine-out",Brigade Road
195,ASIA SEVEN,"Phoenix Marketcity, Bengaluru East, Unit SFC-08, 2nd Floor, Foodcourt, Mahadevpura, Near Krishnajapuram Flyover, Whitefield, Bangalore",Yes,No,3.3,4,Whitefield,Food Court,Chinese,300.0,"Delivery, Dine-out",Whitefield
196,AULI,New Thippasandra,No,No,,0,Thippasandra,"Takeaway, Delivery",Continental,500.0,Delivery,Indiranagar
197,Aaccord Restaurant,"27, BHBCS Layout, Opposite Gopalan Mall, BTM, Bangalore",No,No,,0,BTM,Casual Dining,"Continental, North Indian, South Indian",700.0,"Buffet, Delivery, Dine-out",BTM
198,Aadhya Hotel,"215, 2nd Main, Thygarajanagar, Basavanagudi, Bangalore",Yes,No,3.3,5,Basavanagudi,"Casual Dining, Bar","South Indian, North Indian, Chinese, Biryani",800.0,"Delivery, Dine-out",Banashankari
199,Aadhya's Fresh and Rich,"Swami Vivekananda Metro Station, Baiyappanahalli, Indiranagar, Bangalore",No,No,,0,Indiranagar,Quick Bites,"Sandwich, Fast Food, Beverages",250.0,Dine-out,Indiranagar
200,Aadvik Nightfood,"3/52, Shri Chowdeshwari Temple Road, YK Layout, Lingarajapuram, Frazer Town, Bangalore",Yes,No,3.6,22,Frazer Town,Delivery,Fast Food,350.0,Delivery,Frazer Town
201,Aafa Calicut Restaurant,"Govindashetty Palya Road, Behind Tata Solar Power, Phase 2, Electronic City, Bangalore",No,No,,0,Electronic City,Quick Bites,"Fast Food, Chinese",150.0,Dine-out,Electronic City
202,Aagaman Veg,"545, 3rd Floor, CMH Road, Indiranagar, Bangalore",Yes,No,4.0,560,Indiranagar,Casual Dining,"North Indian, Chinese, South Indian",900.0,"Buffet, Delivery, Dine-out",Brigade Road
203,Aagaman Veg,"Legacy Building, Ground Floor, Behind Niligiris, Phase 1, Electronic City, Bangalore",Yes,No,,0,Electronic City,Casual Dining,"North Indian, Chinese, South Indian",900.0,"Buffet, Delivery, Dine-out",Electronic City
204,Aaha,"Graphite India Main Rd, B Block, AECS Layout, Next To Daily Santhe, Kundalahalli, Brookefield, Bangalore",Yes,No,3.6,94,Brookefield,Quick Bites,"North Indian, Chinese",300.0,"Delivery, Dine-out",Brookefield
205,Aaha Andhra,"12/12/2, Devarabisanahalli, Bellandur, Bangalore",Yes,No,3.7,11,Bellandur,Casual Dining,"Andhra, Biryani, North Indian",900.0,"Delivery, Dine-out",Bellandur
206,Aaha Andhra,"3302/L, HAL 2nd Stage, 12th A Main, Doopanahalli, Indiranagar, Bangalore",No,No,4.2,823,Indiranagar,Casual Dining,"Andhra, Biryani, North Indian",900.0,"Delivery, Dine-out",Indiranagar
207,Aaha Andhra,"3rd Floor, Garuda Mall, Brigade Road, Bangalore",No,No,3.56,16,Brigade Road,Food Court,"Andhra, Biryani, North Indian",900.0,Dine-out,Brigade Road
208,Aaha Andhra,"Salarpuria Aura Food Court, Block 11, Marathahalli - Sarjapur Outer Ring Road, Kaverappa Layout, Kadubeesanahalli, Marathahalli, Bangalore",No,No,3.4,58,Marathahalli,Casual Dining,"Andhra, Biryani, North Indian",900.0,"Delivery, Dine-out",Marathahalli
209,Aahar,"2A, 3rd Shop, 15th Cross Road, Green Garden Layout, Mohan Enclave Apartment, Sai Baba Temple Road, Munnekolala, Marathahalli, Bangalore",No,No,,0,Marathahalli,Quick Bites,North Indian,500.0,"Delivery, Dine-out",Brookefield
210,Aahar Cafe,"10/A, Madhu Nivas, 5th Main, 8th Cross, Malleshpalya, Marathahalli, Bangalore",No,No,,0,Marathahalli,Quick Bites,South Indian,100.0,"Delivery, Dine-out",Marathahalli
211,Aahar Cafe,"39/4, North Anjaneya Temple Street, Basavanagudi, Bangalore",No,No,,0,Basavanagudi,Quick Bites,South Indian,100.0,"Delivery, Dine-out",Banashankari
212,Aahar Cafe,"5th Main 7th Cross, Maruthinagar, Malleshpallaya, Thippasandra, Bangalore",No,No,,0,Thippasandra,Cafe,Cafe,300.0,"Cafes, Delivery, Dine-out",Indiranagar
213,Aahar Vihar,"3rd Cross Road, Sai Baba Temple Road, Green Garden Layout, Silver Springs Layout, Munnekollal, Marathahalli, Bangalore",Yes,No,4.0,73,Marathahalli,Quick Bites,North Indian,250.0,"Delivery, Dine-out",Brookefield
214,Aahara,"6th Cross, Ombr Layout, Banaswadi, Bangalore",No,No,,0,Banaswadi,Quick Bites,"Modern Indian, Biryani",300.0,"Delivery, Dine-out",Kalyan Nagar
215,Aahara Vihar,"337, Karuna Complex, Sampige Road, Malleshwaram, Bangalore",No,No,3.5,13,Malleshwaram,Quick Bites,"South Indian, North Indian, Chinese",300.0,Dine-out,Malleshwaram
216,Aaharaa,"75/4, Maruthi Nagar Main Road, 1st Stage, BTM, Bangalore",No,No,,0,BTM,Quick Bites,North Indian,300.0,Dine-out,BTM
217,Aaharam,"#22, 6th Cross, Jakkasandra Extention, Koramangala 1st Block, Bangalore",No,No,4.0,65,Koramangala 1st Block,Quick Bites,"Chinese, North Indian",350.0,"Delivery, Dine-out",HSR
218,Aalishan Restaurant & Caterer,"158, Near Sai Baba Temple Road, 1st Main, Koramangala 7th Block, Bangalore",Yes,No,3.5,889,Koramangala 7th Block,Casual Dining,"North Indian, Mughlai",650.0,"Delivery, Dine-out",BTM
219,Aamaravathi Biryani Zone,"AECS Layout, Singasandra, Electronic City, Bangalore",Yes,No,,0,Electronic City,Delivery,Biryani,300.0,Delivery,Electronic City
220,Aami Bangali,"483, 1st Floor, KHB Colony, Koramangala 5th Block, Bangalore",Yes,No,3.4909090909090907,74,Koramangala 5th Block,Casual Dining,Bengali,700.0,"Delivery, Dine-out",BTM
221,Aami Kolkata,"1st Main, Meenakshi Layout, Bannerghatta Road, Bangalore",No,No,3.3,5,Bannerghatta Road,Delivery,Bengali,600.0,Delivery,Bannerghatta Road
